"I have all the symptoms except fever, I went to Medicross and Dr said I can get tested if I want to I'm not sure if I should. She gave me antibiotics Klacid XL 500mg, she said I can take it if I feel worse I'm worried it will make immune system bad?","I am not sure how to answer that since I am still learning, could you please try again?","Antibiotic   I don't recommend antibiotics for a simple viral upper respiratory tract infection unless examination revealed signs of acute bronchitis or sinusitis.   They are not effective for viral infections like coVid 19 with no bacterial lung involvement either. If you've been exposed to someone with coVid 19 or or if you or someone you were exposed to travelled to a region where it was endemic, get tested  Would you like to video or text chat with me?",0.0005761174489845955,"{'r': 0.06896551724137931, 'p': 0.25, 'f': 0.10810810471877293}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.06896551724137931, 'p': 0.25, 'f': 0.10810810471877293}"
"I have pain/discomfort in my lungs. I don't experience simultaneous on both lungs and it not always at the hame position. I don't have a head nor do I have high temperature. I sneeze and cough maybe once a day. Do I have corona, should I get tested?","I'm sorry, but I don't have any.","Exam needed. You are assuming that the discomfort is coming from both lungs, but pain of pleurisy or pneumonia wouldn't come and go In different sites. I doubt your symptoms are lung related, but fever, chills, sweats, worse cough, shortness of breath, wheezing, warrant testing.. If you've been exposed to someone with covid, or if you or someone you were exposed to  travelled to an affected region, get tested.",5.592157687256759e-06,"{'r': 0.03389830508474576, 'p': 0.2857142857142857, 'f': 0.06060605870982558}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.01694915254237288, 'p': 0.14285714285714285, 'f': 0.03030302840679534}"
I travelled to Mauritius and do not have symptoms. Should I get tested for covid19?,"I'm sorry, but I don't have any.","Self Quarantine . Suggest Self Quarantine for 14 days . If symptomatic , contact your Primary Care Physician or use this platform.",0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
I have a dry cough and a sore throat. I do not have a fever and a slight headache (could be I need more water) I am 4 months pregnant and not sure If I should be tested for Corona?,"I am not sure how to answer that since I am still learning, could you please try again?",Socially isolate. get pleanty of fluids and rest and avoid others call dr if fever or difficulty breathing.,0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"I went to the Dr for a cough and fever on march 5. They diagnosed me with bronchitis. I was not doing any better, so I returned to the Dr on march 15. They sent me to the ER to get tested for covid. At the er they ran a number of tests including a covid t.","I am not sure how to answer that since I am still learning, could you please try again?",Question   You have not posted a question.  Would you like to video or text chat with me?,0.014216645907653848,"{'r': 0.17647058823529413, 'p': 0.1875, 'f': 0.18181817682277332}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.11764705882352941, 'p': 0.125, 'f': 0.12121211621671278}"
"What’s worse with the coronavirus, type 1 or type 2 diabetes?","You know, the big iron!",Diabetes. My answer would be controlled or not. Type 1 or 2 if managed well and treated can still maintain good immunity. If either are out of control then infections of any type more likely. .,0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"Just found out that my MD tested positive for Covid-19. I had direct interaction with him. He has no symptoms, he was tested because he traveled in February to Switzerland. Should I be tested. I’m 67, or wait to see if I develop any symptoms.?",I am written in Python.,"Per RSA NICD: Self-isolate for 14 days.Seek testing if sick.Call 0800 029 999 for test information.Seek consultation if sick, preferably by phone or telemedicine.Seek care right away if difficulty breathing, other severe symptoms.Good luck, from the United States!",0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
Hi. My children and husband were at the doctor yesterday and he has now informed us he has tested positive for covid19 . He has come home to my 2 babies and mom. How long before we can go for a test?,"I am not sure how to answer that since I am still learning, could you please try again?","Incubation period   2-14 days(time from exposure to time of getting illness).  I am unclear if the doctor is positive or your husband is?You should isolate yourselves at home for 14 days.If your husband is positive,he should be in his own room and own bathroom,if possible.Testing only recommended if there are symptoms(fever or cough or shortness of breath)and then you should be tested.Good hand washing/no touching face  Would you like to video or text chat with me?",0.0010830250459646607,"{'r': 0.06153846153846154, 'p': 0.25, 'f': 0.0987654289285171}","{'r': 0.013157894736842105, 'p': 0.0625, 'f': 0.021739127561437054}","{'r': 0.06153846153846154, 'p': 0.25, 'f': 0.0987654289285171}"
"We went to bali via singapore, on my second day in bali (17 March) I started feeling a bit sick?",I'm not incredibly fond of Java.,"Monitor temp. Most cases of COVID-19 are associated with symptoms, but not all. Your symptoms may be related to coronavirus infection or another infection. I would recommend that you be tested for Coronavirus and then stay inside, avoiding contact with others while awaiting your test results. Use good hand washing, disinfect surfaces and drink fluids.",1.3786169215449022e-05,"{'r': 0.0392156862745098, 'p': 0.3333333333333333, 'f': 0.07017543671283476}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0196078431372549, 'p': 0.16666666666666666, 'f': 0.0350877174145892}"
Is covering mouth and nose by mask sufficient to avoid corona exposure? Can It not be transmitted through eyes and ears?,"I am not sure how to answer that since I am still learning, could you please try again?","Eyes, nose, mouth. Not ears.  See https://www.healthtap.com/blog/covid-19-care-guidelines/preventing-covid-19.",0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"I have scratchy throat, phlegm, loss of appetite, fatigue. I am pharmacist in research facility. My son had 3rd contact. He has flu symptoms. He was quarantined. We are waiting for the results for his contact. Do I need to test myself?","I am not sure how to answer that since I am still learning, could you please try again?","Cluster cases   I would recommend staying at home, rest, drink fluids and monitoring your temperature.   You may have COVID-19 or another illness. If you are otherwise healthy, await test results. Keep utensils, linens separate and washed. Use good hand washing and disinfect surfaces. If the test is positive, please have screening of all family members in your home. Avoid contact with others.   Would you like to video or text chat with me?",0.0007605861014405251,"{'r': 0.06349206349206349, 'p': 0.25, 'f': 0.10126581955455867}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.06349206349206349, 'p': 0.25, 'f': 0.10126581955455867}"
"Can animal byproducts spread coronavirus? Do I have to worry about milk, eggs, or fruits?","Thank you doctor, After doing all these I can upload all for further query.",No   we have no evidence of any concern with such spread.   It may be worth wiping all packages that come i nto the house with lysol wipes   Would you like to video or text chat with me?,0.0032855825056835536,"{'r': 0.05714285714285714, 'p': 0.15384615384615385, 'f': 0.08333332938368075}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.02857142857142857, 'p': 0.07692307692307693, 'f': 0.04166666271701427}"
Why are so many people with diabetes dying from the coronavirus? It’s really frightening me.,"I am not sure how to answer that since I am still learning, could you please try again?","Immunocompromised    body is busy dealing with diabetes, not as much resiliancy remaining to fight viral symptoms, and subsequent opportunistic infections  Would you like to video or text chat with me?",0.007299069384214128,"{'r': 0.10714285714285714, 'p': 0.1875, 'f': 0.13636363173553734}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.10714285714285714, 'p': 0.1875, 'f': 0.13636363173553734}"
I'm just a bit concerned as I have a sore throat and coughing a little bit as a result of my sore throat. My upper body is also aching a bit. Is this a cause for concern?,"I am not sure how to answer that since I am still learning, could you please try again?","Possible virus. This is likely a viral infection. If you have a fever and/or the cough or sore throat get worse, you should be examined by your doctor. If you've been exposed to a particular illness, such as strep or the flu or coronavirus, you may need to be tested.For now, rest, drink fluids, take acetaminophen or ibuprofen as needed if you have no medical contraindication.",0.0008925975972787192,"{'r': 0.03773584905660377, 'p': 0.125, 'f': 0.05797101093047701}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.03773584905660377, 'p': 0.125, 'f': 0.05797101093047701}"
Will Lysol wipes kill coronavirus? How long can coronavirus live on household surfaces?,"I am not sure how to answer that since I am still learning, could you please try again?",Several days   Lysol should  be good.    Seehttps://www.wired.com/story/coronavirus-disinfectant-cleaning-guide/  Would you like to video or text chat with me?,0.01284618972676772,"{'r': 0.10526315789473684, 'p': 0.125, 'f': 0.11428570932244919}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.05263157894736842, 'p': 0.0625, 'f': 0.057142852179592266}"
Can I catch coronavirus on public transportation from someone who has it? How long do germs on public transportation last?,"I am not sure how to answer that since I am still learning, could you please try again?","Coronavirus lives   New coronavirus may live on surfaces for a few hours or a few days depending on the type of surface, temperature or humidity.   One report indicated that new coronavirus can survive on hard surfaces for up to 72 hours and on cardboard for up to 24 hours.   Would you like to video or text chat with me?",0.0014573733604991404,"{'r': 0.06976744186046512, 'p': 0.1875, 'f': 0.10169491130135033}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.023255813953488372, 'p': 0.0625, 'f': 0.033898301131859127}"
Is it necessary to get tested for the corona virus if you arrive back in South Africa after visiting Zimbabwe and Victoria falls as part of a group?,Just like everything it all comes down to math!,It depends.   If the visited place has a high rate of coronavirus infections to take some precautions is important such as if you develop fever or cough or any other coronavirus infection symptoms.   To be tested is desired but will you be able to get tested? In some places testing kits are reserved to very sick and hospitalized patient. Self quarantine in cooperation with your doctor is the way to go.  Would you like to video or text chat with me?,9.566568751726025e-06,"{'r': 0.030303030303030304, 'p': 0.2222222222222222, 'f': 0.05333333122133342}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.030303030303030304, 'p': 0.2222222222222222, 'f': 0.05333333122133342}"
Hi. This COVID-19 outbreak is scary. I got screened this week and it was negative. But prior to screening I had a week of continuous dry coughs and also throat was sore. I've put myself in a quarantine. What next? Do I still need to screen again?,Although practicality beats purity.,"Screening test if. If you develop symptoms of dry cough, fever and/or shortness of breath, consider re testing since the test may convert to a positive test if infected. Other causes should be considered including an allergic reaction. Try one dose of an antihistamine and gauge improvement. Stay at home for three days if there is no fever. .",0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"Is it true (or a myth) that coronavirus will not survive hotter climates. As summer approaches, is it expected to reduce in tropical summers at least.","Lab if necessary Most commercial labs such as Lancet, Ampath and Pathcare can test. But the labs are stretched and test kits in short supply. Only tests if:You have symptoms that are not resolvingYou have been in contact with someone diagnosed with COVID-19You have traveled from a high risk area Would you like to video or text chat with me?","Coronavirus.    Yes, according to previous knowledge, most virus including coronavirus likely will not survive hotter climates.   I would expect or hope this will die down in summer time. Nevertheless, this is new coronavirus, let's wait and see. I also think that with strong human intervention, the virus may reduce or be eliminated before summer.   Would you like to video or text chat with me?",0.15156821517106936,"{'r': 0.2727272727272727, 'p': 0.29411764705882354, 'f': 0.2830188629316483}","{'r': 0.14285714285714285, 'p': 0.15254237288135594, 'f': 0.14754097861193247}","{'r': 0.2727272727272727, 'p': 0.29411764705882354, 'f': 0.2830188629316483}"
I heard ACE inhibitors might exacerbate coronavirus. I also heard NSAIDs might do the same. Does this mean any common meds could have an unexpected effect during coronavirus?,We cannot die.,Coronavirus and ACEI.   Recent publications including the one from the lancet showed COVID-19 binds to ACE-2 receptor on target cells for entrance.   The expression of ACE-2 receptor is substantially increased in patients with diabetes who were treated with ACE inhibitors or ARB. NSAIDS has the similar effect. All medications can have some unexpected side effects.    Would you like to video or text chat with me?,0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"I have had mild chest pain for over a week. it now seems more persistent and pronounced. I don't have shortness of breath or any other COVID-19 symptoms, except some fatigue. I have been traveling a lot in high risk areas. Should I get tested?","I am not sure how to answer that since I am still learning, could you please try again?","Yes   I would advise screening due to your exposure.   Fever is very commonly associated with COVID-19. Stay at home, rest, drink fluids and monitor your temperature. Arrange the testing which also  may include a chest image with your PCP.  Since your have been traveling, a pulmonary embolism is another possible cause of your shortness of breath.   Would you like to video or text chat with me?",0.0009878216224763073,"{'r': 0.05357142857142857, 'p': 0.1875, 'f': 0.08333332987654335}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.03571428571428571, 'p': 0.125, 'f': 0.05555555209876565}"
Ons het teruggekom vanaf oostenryk op 8 Maart..reeds 13 dae gelede. Het tans seer keel maar ook nasale drip. wat staan my te doen?,"I am not sure how to answer that since I am still learning, could you please try again?","COVID19   even though your have no fever or shortness of breath, your travel history fits criteria to be tested.   I suggest you get tested for COVID19 - speak with your GP to advise further, self isolate in the meanwhile  Would you like to video or text chat with me?",0.0025400691443826333,"{'r': 0.075, 'p': 0.1875, 'f': 0.10714285306122463}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.075, 'p': 0.1875, 'f': 0.10714285306122463}"
"I have shortness of breath and are worried, I don’t have a cough or sore throat, so they will not test me, should I do a private test?",I like seeing movies.,"Shortness of breath. Covid testing is hard to come by. At 37 you are in a lower risk group.  And I doubt you could get a test. Keep isolated for two weeks. I know we have been ordering tests through HealthTap, but that does not lead to getting the test done, due to shortages. (3/21/20).",2.3318066971927898e-07,"{'r': 0.02040816326530612, 'p': 0.25, 'f': 0.0377358476610894}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.02040816326530612, 'p': 0.25, 'f': 0.0377358476610894}"
How do you get HPV on the cervix? Is it from skin to skin contact during intercourse from a partner’s genital touching the cervix? Thank you.,"I'm sorry, but I don't have any.",Basically the HPV virus is transferred within fluids generated during intercourse.   A mechanical skin contact appears to be part of the process but defining the exact amount of contact required is difficult. The genital strains of HPV are specific to those locations. There are other HPV strains that cause things like skin warts but these are different.  Would you like to video or text chat with me?,6.257574774487038e-06,"{'r': 0.0196078431372549, 'p': 0.14285714285714285, 'f': 0.03448275649821654}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0196078431372549, 'p': 0.14285714285714285, 'f': 0.03448275649821654}"
My 2year old Son has had a dry cough and a runny nose since thursday . He's not talking yet so it is difficult to tell if he has any trouble breathing so I'm concerned. He does not have temperature ?,"I am not sure how to answer that since I am still learning, could you please try again?","Observatn is enough.   By looking at your child you'll know if he is having breathing difficulties.   Cough with a runny nose is common in children. You should be concerned only if he is refusing to play and eat, or if he develops breathing difficulties. Having a fever doesn't mean he has the Coronavirus. He is more likely to be infected with any of the common infections in your area of Gauteng.  Would you like to video or text chat with me?",0.00038792131669505375,"{'r': 0.034482758620689655, 'p': 0.125, 'f': 0.05405405066471898}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.017241379310344827, 'p': 0.0625, 'f': 0.02702702363769217}"
Can I test?No known contact with Corona  but been in contact with with Congo dr friend 7march. She is still healthy now. I had Slight Sore throat wed 11 &12 March . phlegm and red eyes. Temp seemed ok. Got thermometer .ok. 19 felt better but coughing.,"I am not sure how to answer that since I am still learning, could you please try again?","Per RSA NICD:   Seek care right away if difficulty breathing, other severe symptoms.  Seek testing if sick, PLUS known COVID-19 contact, or travel to high risk country, or been in facility treating people with COVID-19, or severe pneumonia of unknown cause.Call 0800 029 999 for test. If sick or possibly exposed (not both), stay home.Seek consultation if sick.If known exposure & not sick, self-isolate 14 days.  Would you like to video or text chat with me?",0.0005667660349741821,"{'r': 0.046875, 'p': 0.1875, 'f': 0.07499999680000013}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.03125, 'p': 0.125, 'f': 0.04999999680000021}"
"I’m so Scared that I will die if I get the coronavirus, due to type1 diabetes?",We cannot die.,"Coronavirus. Stay calm. Most people with coronavirus infection only get mild respiratory symptoms, especially among younger patients. Diabetes and use of ACEI or ARB may increase your risk of infection. Practicing common sense of prevention is critical during this outbreak crisis. Avoid risk exposure, wash hand, wear mask as needed. Get tested if you develop symptoms. Effect drugs are coming. .",0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
A 2 year complaining that his head is sore. We gave him panado in the morning and at midday. He can't sleep he keeps waking up crying its painful. Should I take him to a Dr or hospital?,"I am not sure how to answer that since I am still learning, could you please try again?","Fever?   Start by call Pediatrician ASAP.   if high fe ver or projectie vomiting take to ER .  take to ER  if inconsolable and cannot get pedicatrician IF mild respiratory or GI symptoms likely virus and want to make sure adequately hydrated and may just watch, isolate from contact , and give chicken soup . work on soothing and disstraction Keep in touch with pediatrician.   Would you like to video or text chat with me?",0.0006333718515988669,"{'r': 0.05084745762711865, 'p': 0.1875, 'f': 0.0799999966435557}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.03389830508474576, 'p': 0.125, 'f': 0.0533333299768891}"
I have covid 19 symptoms?,Without any details it's impossible to say.,"Can talk with doctor   Doctors can give you the up-to-date information.   Video consultations available (start over and click on Talk-to-Doctor). We have informational posts on our Healthtap.com/blog. As the US president has given mistaken information at various times during this pandemic, be sure to check with doctors and the CDC website. People usually should not be tested without symptoms or direct exposure. (3/21/20)  Would you like to video or text chat with me?",2.6555448140853614e-06,"{'r': 0.015873015873015872, 'p': 0.14285714285714285, 'f': 0.028571426771428682}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.015873015873015872, 'p': 0.14285714285714285, 'f': 0.028571426771428682}"
"I've been in contact with a possible covid-19 case who is waiting on results. My brother seems to be I'll with Corona symptoms and I'd like to get advice on how to help him, as his safety will ensure my safety and prevent the spread of the virus.",Just like everything it all comes down to math!,"Stay home. Family members should stay home and avoid contact with your brother. Keep linens, bath area and utensils separated. He should monitor his temperature, drink fluids, rest and your family should be screened for Coronavirus.",0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"I have mild irritation in my chest but I am not coughing, I just feel a tingling sensation on my thought. I have no fever, no aches should I be worried about COVID 19?",To make chat bots very easily.,"Probably. We should all be cautious , not worried about Covid-19. It is prudent for us all to be socially isolating, washing our hands, supplementing with vits. D and C and working on making the best of it.  BE grateful for the things that are going well in your life, reach out with verbal and video support for ALL the loved ones and even people you just know are isolated with support. Don't bother to worry.",0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"Swollen tonsils, cough, and feeling slightly feverish.","I am not sure how to answer that since I am still learning, could you please try again?","Coronavirus possible. Seek care right away if difficulty breathing, other severe symptoms.Seek testing if sick, PLUS known COVID-19 contact, or travel to high risk country, or been in facility treating people with COVID-19, or severe pneumonia of unknown cause.Call 0800 029 999 for test. If sick or possibly exposed (not both), stay home.Seek consultation if sick.If known exposure & not sick, self-isolate 14 days.",0.0009974948356721394,"{'r': 0.03571428571428571, 'p': 0.125, 'f': 0.05555555209876565}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.03571428571428571, 'p': 0.125, 'f': 0.05555555209876565}"
